code;collectionpointcode;label;value;value_order
LISTE_HOPITAUX_713;PCS_713;Cabinet médical Fatou bintou;Cabinet médical Fatou bintou;1
LISTE_HOPITAUX_512;PCS_512;Case de sant‚ Diakine;Case de sant‚ Diakine;2
LISTE_HOPITAUX_558;PCS_558;Case de santé Boulel seck;Case de santé Boulel seck;4
LISTE_HOPITAUX_509;PCS_509;Case de santé Bouttolatte;Case de santé Bouttolatte;5
LISTE_HOPITAUX_447;PCS_447;Case de santé d'Agnam godo;Case de santé d'Agnam godo;6
LISTE_HOPITAUX_553;PCS_553;Case de santé Darou rahmane;Case de santé Darou rahmane;7
LISTE_HOPITAUX_456;PCS_456;Case de santé de Agnam ouro ciré;Case de santé de Agnam ouro ciré;8
LISTE_HOPITAUX_296;PCS_296;Case de Santé de Aini madi yoro;Case de Santé de Aini madi yoro;9
LISTE_HOPITAUX_371;PCS_371;Case de sante de Assoni;Case de sante de Assoni;10
LISTE_HOPITAUX_923;PCS_923;Case de Santé de Awa ba;Case de Santé de Awa ba;11
LISTE_HOPITAUX_800;PCS_800;Case de Santé de Babrou;Case de Santé de Babrou;12
LISTE_HOPITAUX_552;PCS_552;Case de santé de Back;Case de santé de Back;13
LISTE_HOPITAUX_242;PCS_242;Case de Santé de Badiene;Case de Santé de Badiene;14
LISTE_HOPITAUX_759;PCS_759;Case de Santé de Bagadadji;Case de Santé de Bagadadji;15
LISTE_HOPITAUX_869;PCS_869;Case de Santé de Bagne;Case de Santé de Bagne;16
LISTE_HOPITAUX_615;PCS_615;Case de Sante de BAGNOMBA;Case de Sante de BAGNOMBA;17
LISTE_HOPITAUX_929;PCS_929;Case de Santé de Bakhaya Dia;Case de Santé de Bakhaya Dia;18
LISTE_HOPITAUX_351;PCS_351;Case de santé de Bambadion;Case de santé de Bambadion;19
LISTE_HOPITAUX_430;PCS_430;Case de santé de Bandia Mbambara;Case de santé de Bandia Mbambara;20
LISTE_HOPITAUX_429;PCS_429;Case de santé de Bandian Sesséne;Case de santé de Bandian Sesséne;21
LISTE_HOPITAUX_660;PCS_660;Case de santé de Bango;Case de santé de Bango;22
LISTE_HOPITAUX_687;PCS_687;Case de Santé de Bantantinty;Case de Santé de Bantantinty;23
LISTE_HOPITAUX_760;PCS_760;Case de Santé de Bantantou;Case de Santé de Bantantou;24
LISTE_HOPITAUX_373;PCS_373;Case de sante de Baraboye;Case de sante de Baraboye;25
LISTE_HOPITAUX_132;PCS_132;Case de santé de Barol;Case de santé de Barol;26
LISTE_HOPITAUX_693;PCS_693;Case de Santé de Barry Ndondol;Case de Santé de Barry Ndondol;27
LISTE_HOPITAUX_248;PCS_248;Case de Santé de Bata wolof;Case de Santé de Bata wolof;28
LISTE_HOPITAUX_403;PCS_403;Case de sante de Belemondi;Case de sante de Belemondi;29
LISTE_HOPITAUX_926;PCS_926;Case de Santé de Berkom lo;Case de Santé de Berkom lo;30
LISTE_HOPITAUX_699;PCS_699;Case de santé de bissary diounkaya;Case de santé de bissary diounkaya;31
LISTE_HOPITAUX_745;PCS_745;Case de Santé de Boguelo;Case de Santé de Boguelo;32
LISTE_HOPITAUX_671;PCS_671;Case de Santé de Boki saboundé;Case de Santé de Boki saboundé;33
LISTE_HOPITAUX_812;PCS_812;Case de Santé de Bombaly;Case de Santé de Bombaly;34
LISTE_HOPITAUX_813;PCS_813;Case de Santé de Bouliery NdiolofŠne;Case de Santé de Bouliery NdiolofŠne;35
LISTE_HOPITAUX_794;PCS_794;Case de Santé de Boundou;Case de Santé de Boundou;36
LISTE_HOPITAUX_243;PCS_243;Case de Santé de Bras;Case de Santé de Bras;37
LISTE_HOPITAUX_179;PCS_179;Case de santé de Bundoukoni;Case de santé de Bundoukoni;38
LISTE_HOPITAUX_364;PCS_364;Case de santé de Ciss;Case de santé de Ciss;39
LISTE_HOPITAUX_556;PCS_556;Case de santé de Dagdam;Case de santé de Dagdam;40
LISTE_HOPITAUX_613;PCS_613;Case de Sante de DALAKOYE;Case de Sante de DALAKOYE;41
LISTE_HOPITAUX_387;PCS_387;Case de sante de  darasalam;Case de sante de  darasalam;42
LISTE_HOPITAUX_811;PCS_811;Case de Santé de Darou Baila;Case de Santé de Darou Baila;43
LISTE_HOPITAUX_557;PCS_557;Case de santé de Darou diop ;Case de santé de Darou diop ;44
LISTE_HOPITAUX_848;PCS_848;Case de Santé de Darou gaye;Case de Santé de Darou gaye;45
LISTE_HOPITAUX_255;PCS_255;Case de Santé de D'avance geladio ;Case de Santé de D'avance geladio ;46
LISTE_HOPITAUX_450;PCS_450;Case de santé de diafane belly thidy;Case de santé de diafane belly thidy;47
LISTE_HOPITAUX_799;PCS_799;Case de Santé de Diaken Digue;Case de Santé de Diaken Digue;48
LISTE_HOPITAUX_388;PCS_388;Case de sante de dialang;Case de sante de dialang;49
LISTE_HOPITAUX_316;PCS_316;Case de santé de Diamagueune;Case de santé de Diamagueune;50
LISTE_HOPITAUX_850;PCS_850;Case de Santé de Diama thiedou;Case de Santé de Diama thiedou;51
LISTE_HOPITAUX_119;PCS_119;Case de Santé de Diamminar;Case de Santé de Diamminar;52
LISTE_HOPITAUX_298;PCS_298;Case de Santé de Diankacounda;Case de Santé de Diankacounda;53
LISTE_HOPITAUX_507;PCS_507;Case de santé de Diarone;Case de santé de Diarone;54
LISTE_HOPITAUX_546;PCS_546;Case de santé de Diob;Case de santé de Diob;55
LISTE_HOPITAUX_475;PCS_475;Case de santé de Diolofiba sérére;Case de santé de Diolofiba sérére;56
LISTE_HOPITAUX_352;PCS_352;Case de santé de Djidinky mandingue;Case de santé de Djidinky mandingue;57
LISTE_HOPITAUX_804;PCS_804;Case de Santé de Douysangou;Case de Santé de Douysangou;58
LISTE_HOPITAUX_632;PCS_632;Case de Santé de Ediamath;Case de Santé de Ediamath;59
LISTE_HOPITAUX_506;PCS_506;Case de santé de Falmere;Case de santé de Falmere;60
LISTE_HOPITAUX_474;PCS_474;Case de santé de Faou1;Case de santé de Faou1;61
LISTE_HOPITAUX_685;PCS_685;Case de Santé de fara ba;Case de Santé de fara ba;62
LISTE_HOPITAUX_580;PCS_580;Case de santé de Fayelane;Case de santé de Fayelane;63
LISTE_HOPITAUX_301;PCS_301;Case de Santé de Foulado yoro;Case de Santé de Foulado yoro;64
LISTE_HOPITAUX_224;PCS_224;Case de Santé de Gagna Bougou;Case de Santé de Gagna Bougou;65
LISTE_HOPITAUX_817;PCS_817;Case de Santé de Gague;Case de Santé de Gague;66
LISTE_HOPITAUX_428;PCS_428;Case de santé de Gandoul;Case de santé de Gandoul;67
LISTE_HOPITAUX_788;PCS_788;Case de Santé de Gapp;Case de Santé de Gapp;68
LISTE_HOPITAUX_253;PCS_253;Case de Santé de Gniline goumack;Case de Santé de Gniline goumack;69
LISTE_HOPITAUX_581;PCS_581;Case de santé de Godogéne;Case de santé de Godogéne;70
LISTE_HOPITAUX_846;PCS_846;Case de Santé de Golobe;Case de Santé de Golobe;71
LISTE_HOPITAUX_120;PCS_120;Case de Santé de GolondŠ;Case de Santé de GolondŠ;72
LISTE_HOPITAUX_807;PCS_807;Case de Santé de Guebb Fall;Case de Santé de Guebb Fall;73
LISTE_HOPITAUX_809;PCS_809;Case de Santé de Guebb Serrere;Case de Santé de Guebb Serrere;74
LISTE_HOPITAUX_362;PCS_362;Case de santé de Guenth Ngouille;Case de santé de Guenth Ngouille;75
LISTE_HOPITAUX_365;PCS_365;Case de santé de Guenth peulh 1;Case de santé de Guenth peulh 1;76
LISTE_HOPITAUX_366;PCS_366;Case de santé de Guenth peulh 1;Case de santé de Guenth peulh 1;77
LISTE_HOPITAUX_559;PCS_559;Case de santé de Guerane;Case de santé de Guerane;78
LISTE_HOPITAUX_404;PCS_404;Case de sante de Guirwass;Case de sante de Guirwass;79
LISTE_HOPITAUX_820;PCS_820;Case de Santé de Haymbayar;Case de Santé de Haymbayar;80
LISTE_HOPITAUX_751;PCS_751;Case de santé de Ibel;Case de santé de Ibel;81
LISTE_HOPITAUX_616;PCS_616;Case de sante de KABATEGUINDA;Case de sante de KABATEGUINDA;82
LISTE_HOPITAUX_254;PCS_254;Case de Santé de Kacothie;Case de Santé de Kacothie;83
LISTE_HOPITAUX_560;PCS_560;Case de santé de Karathier;Case de santé de Karathier;84
LISTE_HOPITAUX_821;PCS_821;Case de Santé de Kayewaly;Case de Santé de Kayewaly;85
LISTE_HOPITAUX_689;PCS_689;Case de Santé de keniaba;Case de Santé de keniaba;86
LISTE_HOPITAUX_872;PCS_872;Case de Santé de Keur alioune kane;Case de Santé de Keur alioune kane;87
LISTE_HOPITAUX_861;PCS_861;Case de Santé de Keur Amado coumba;Case de Santé de Keur Amado coumba;88
LISTE_HOPITAUX_868;PCS_868;Case de Santé de Keur gallo kebe;Case de Santé de Keur gallo kebe;89
LISTE_HOPITAUX_238;PCS_238;Case de Santé de Keur Ibra bineta;Case de Santé de Keur Ibra bineta;90
LISTE_HOPITAUX_864;PCS_864;Case de Santé de Keur khale sarata;Case de Santé de Keur khale sarata;91
LISTE_HOPITAUX_863;PCS_863;Case de Santé de Keur magueye ndao;Case de Santé de Keur magueye ndao;92
LISTE_HOPITAUX_849;PCS_849;Case de Santé de Keur massamba fatim;Case de Santé de Keur massamba fatim;93
LISTE_HOPITAUX_790;PCS_790;Case de Santé de Keur Mbar;Case de Santé de Keur Mbar;94
LISTE_HOPITAUX_920;PCS_920;Case de Santé de Keur mbaye ndao;Case de Santé de Keur mbaye ndao;95
LISTE_HOPITAUX_910;PCS_910;Case de Santé de Keur ndiaye peul;Case de Santé de Keur ndiaye peul;96
LISTE_HOPITAUX_251;PCS_251;Case de Santé de Keur pathe Malick;Case de Santé de Keur pathe Malick;97
LISTE_HOPITAUX_121;PCS_121;Case de Santé de Keur samba thiam;Case de Santé de Keur samba thiam;98
LISTE_HOPITAUX_905;PCS_905;Case de Santé de Keur sidy mbengue;Case de Santé de Keur sidy mbengue;99
LISTE_HOPITAUX_862;PCS_862;Case de Santé de Keur thione sarr;Case de Santé de Keur thione sarr;100
LISTE_HOPITAUX_935;PCS_935;Case de Santé de Khadji gueye;Case de Santé de Khadji gueye;101
LISTE_HOPITAUX_425;PCS_425;Case de santé de Kholpa;Case de santé de Kholpa;102
LISTE_HOPITAUX_661;PCS_661;Case de santé de Khor;Case de santé de Khor;103
LISTE_HOPITAUX_582;PCS_582;Case de santé de Kouthie;Case de santé de Kouthie;104
LISTE_HOPITAUX_921;PCS_921;Case de Santé de Lambane wilane;Case de Santé de Lambane wilane;105
LISTE_HOPITAUX_544;PCS_544;Case de santé de Lambayen;Case de santé de Lambayen;106
LISTE_HOPITAUX_183;PCS_183;Case de santé de Landiénie;Case de santé de Landiénie;107
LISTE_HOPITAUX_402;PCS_402;Case de sante de Layki;Case de sante de Layki;108
LISTE_HOPITAUX_103;PCS_103;Case de Santé de Loumbi nguido;Case de Santé de Loumbi nguido;109
LISTE_HOPITAUX_239;PCS_239;Case de Santé de Loumboul ;Case de Santé de Loumboul ;110
LISTE_HOPITAUX_808;PCS_808;Case de Santé de Madina Toure;Case de Santé de Madina Toure;111
LISTE_HOPITAUX_37;PCS_37;Case de Santé de Malicounda;Case de Santé de Malicounda;112
LISTE_HOPITAUX_819;PCS_819;Case de Santé de Malka;Case de Santé de Malka;113
LISTE_HOPITAUX_737;PCS_737;Case de Santé de Mandakholing;Case de Santé de Mandakholing;114
LISTE_HOPITAUX_372;PCS_372;Case de sante de Manda thies;Case de sante de Manda thies;115
LISTE_HOPITAUX_840;PCS_840;Case de Santé de Massar;Case de Santé de Massar;116
LISTE_HOPITAUX_901;PCS_901;Case de Santé de Mbadiar;Case de Santé de Mbadiar;117
LISTE_HOPITAUX_930;PCS_930;Case de Santé de Mbaom diop3;Case de Santé de Mbaom diop3;118
LISTE_HOPITAUX_870;PCS_870;Case de Santé de Mbarack l“;Case de Santé de Mbarack l“;119
LISTE_HOPITAUX_818;PCS_818;Case de Santé de Mbassis;Case de Santé de Mbassis;120
LISTE_HOPITAUX_427;PCS_427;Case de santé de Mbayar;Case de santé de Mbayar;121
LISTE_HOPITAUX_548;PCS_548;Case de santé de Mbedap;Case de santé de Mbedap;122
LISTE_HOPITAUX_677;PCS_677;Case de Santé de Mbelkhaoul;Case de Santé de Mbelkhaoul;123
LISTE_HOPITAUX_252;PCS_252;Case de Santé de Mbouma;Case de Santé de Mbouma;124
LISTE_HOPITAUX_256;PCS_256;Case de Santé de M‚dina leyti;Case de Santé de M‚dina leyti;125
LISTE_HOPITAUX_688;PCS_688;Case de Santé de Medina Gueneto;Case de Santé de Medina Gueneto;126
LISTE_HOPITAUX_418;PCS_418;Case de Santé de Medina pakane;Case de Santé de Medina pakane;127
LISTE_HOPITAUX_278;PCS_278;Case de sante de Medina Sall;Case de sante de Medina Sall;128
LISTE_HOPITAUX_924;PCS_924;Case de Santé de Medina soump;Case de Santé de Medina soump;129
LISTE_HOPITAUX_382;PCS_382;Case de Santé de Medina Touat;Case de Santé de Medina Touat;130
LISTE_HOPITAUX_361;PCS_361;Case de santé de Médinatou Salam 4;Case de santé de Médinatou Salam 4;131
LISTE_HOPITAUX_918;PCS_918;Case de Santé de Merina ndiaye;Case de Santé de Merina ndiaye;132
LISTE_HOPITAUX_873;PCS_873;Case de Santé de Merina sall;Case de Santé de Merina sall;133
LISTE_HOPITAUX_933;PCS_933;Case de Santé de Merina tall;Case de Santé de Merina tall;134
LISTE_HOPITAUX_907;PCS_907;Case de Santé de Messere mbaye;Case de Santé de Messere mbaye;135
LISTE_HOPITAUX_277;PCS_277;Case de sante de M‚guigne Boye;Case de sante de M‚guigne Boye;136
LISTE_HOPITAUX_383;PCS_383;Case de Santé de Missirah Sourath;Case de Santé de Missirah Sourath;137
LISTE_HOPITAUX_686;PCS_686;Case de Santé de Missira sarakhole;Case de Santé de Missira sarakhole;138
LISTE_HOPITAUX_631;PCS_631;Case de Santé de Mlomp kawaguir;Case de Santé de Mlomp kawaguir;139
LISTE_HOPITAUX_675;PCS_675;Case de Santé de MOMBOYE;Case de Santé de MOMBOYE;140
LISTE_HOPITAUX_894;PCS_894;Case de Santé de More Daga;Case de Santé de More Daga;141
LISTE_HOPITAUX_357;PCS_357;Case de santé de Mouille;Case de santé de Mouille;142
LISTE_HOPITAUX_420;PCS_420;Case de Santé de Mouton Sankoule;Case de Santé de Mouton Sankoule;143
LISTE_HOPITAUX_180;PCS_180;Case de santé de Nathia;Case de santé de Nathia;144
LISTE_HOPITAUX_900;PCS_900;Case de Santé de Ndangour;Case de Santé de Ndangour;145
LISTE_HOPITAUX_839;PCS_839;Case de Santé de Ndankh;Case de Santé de Ndankh;146
LISTE_HOPITAUX_370;PCS_370;Case de sante de Ndebou boudi;Case de sante de Ndebou boudi;147
LISTE_HOPITAUX_838;PCS_838;Case de Santé de Ndeucou;Case de Santé de Ndeucou;148
LISTE_HOPITAUX_851;PCS_851;Case de Santé de Ndeukou lamane;Case de Santé de Ndeukou lamane;149
LISTE_HOPITAUX_573;PCS_573;Case de santé de Ndiaganiao;Case de santé de Ndiaganiao;150
LISTE_HOPITAUX_257;PCS_257;Case de Santé de Ndiagne leguene;Case de Santé de Ndiagne leguene;151
LISTE_HOPITAUX_908;PCS_908;Case de Santé de Ndiarno  diop;Case de Santé de Ndiarno  diop;152
LISTE_HOPITAUX_854;PCS_854;Case de Santé de Ndiayenne lack;Case de Santé de Ndiayenne lack;153
LISTE_HOPITAUX_871;PCS_871;Case de Santé de Ndieguene;Case de Santé de Ndieguene;154
LISTE_HOPITAUX_676;PCS_676;Case de Santé de NDIEMANE;Case de Santé de NDIEMANE;155
LISTE_HOPITAUX_134;PCS_134;Case de santé de Ndiodiéne;Case de santé de Ndiodiéne;156
LISTE_HOPITAUX_795;PCS_795;Case de Santé de Ndiokhoba;Case de Santé de Ndiokhoba;157
LISTE_HOPITAUX_932;PCS_932;Case de Santé de Ndiokoul fall;Case de Santé de Ndiokoul fall;158
LISTE_HOPITAUX_875;PCS_875;Case de Santé de NDIOMPY;Case de Santé de NDIOMPY;159
LISTE_HOPITAUX_904;PCS_904;Case de Santé de Ndjiweul;Case de Santé de Ndjiweul;160
LISTE_HOPITAUX_317;PCS_317;Case de santé de Ndodj;Case de santé de Ndodj;161
LISTE_HOPITAUX_470;PCS_470;Case de santé de Ndoffane;Case de santé de Ndoffane;162
LISTE_HOPITAUX_578;PCS_578;Case de santé de Ndolo;Case de santé de Ndolo;163
LISTE_HOPITAUX_240;PCS_240;Case de Santé de Ndour de tellel ;Case de Santé de Ndour de tellel ;164
LISTE_HOPITAUX_561;PCS_561;Case de santé de Ndoyombouph;Case de santé de Ndoyombouph;165
LISTE_HOPITAUX_805;PCS_805;Case de Santé de Ngabou 2;Case de Santé de Ngabou 2;166
LISTE_HOPITAUX_852;PCS_852;Case de Santé de Ngadiame;Case de Santé de Ngadiame;167
LISTE_HOPITAUX_836;PCS_836;Case de Santé de Ngakham 2;Case de Santé de Ngakham 2;168
LISTE_HOPITAUX_659;PCS_659;Case de Santé de  Ngallele;Case de Santé de  Ngallele;169
LISTE_HOPITAUX_912;PCS_912;Case de Santé de Ngaraf ouolof;Case de Santé de Ngaraf ouolof;170
LISTE_HOPITAUX_855;PCS_855;Case de Santé de Ngay Ngay  ndiabel;Case de Santé de Ngay Ngay  ndiabel;171
LISTE_HOPITAUX_133;PCS_133;Case de santé de Ngentou Malick;Case de santé de Ngentou Malick;172
LISTE_HOPITAUX_694;PCS_694;Case de Santé de Ngodjimene;Case de Santé de Ngodjimene;173
LISTE_HOPITAUX_554;PCS_554;Case de santé de Ngonéne;Case de santé de Ngonéne;174
LISTE_HOPITAUX_895;PCS_895;Case de Santé de Ngoundioira;Case de Santé de Ngoundioira;175
LISTE_HOPITAUX_399;PCS_399;Case de sante de Ngouye;Case de sante de Ngouye;176
LISTE_HOPITAUX_917;PCS_917;Case de Santé de Nguebeul;Case de Santé de Nguebeul;177
LISTE_HOPITAUX_678;PCS_678;Case de Santé de Nguémé Issa;Case de Santé de Nguémé Issa;178
LISTE_HOPITAUX_486;PCS_486;Case de santé de Niakh Niakhal;Case de santé de Niakh Niakhal;179
LISTE_HOPITAUX_584;PCS_584;Case de santé de Nianar;Case de santé de Nianar;180
LISTE_HOPITAUX_741;PCS_741;Case de Santé de Niandiaye;Case de Santé de Niandiaye;181
LISTE_HOPITAUX_276;PCS_276;Case de sante de Ni‚b‚ne Toub‚;Case de sante de Ni‚b‚ne Toub‚;182
LISTE_HOPITAUX_889;PCS_889;Case de Santé de Niomre lo;Case de Santé de Niomre lo;183
LISTE_HOPITAUX_477;PCS_477;Case de santé de Noyacp;Case de santé de Noyacp;184
LISTE_HOPITAUX_931;PCS_931;Case de Santé de Nuage diawar;Case de Santé de Nuage diawar;185
LISTE_HOPITAUX_299;PCS_299;Case de Santé de Oguel;Case de Santé de Oguel;186
LISTE_HOPITAUX_596;PCS_596;Case de Santé de Padah Peulh;Case de Santé de Padah Peulh;187
LISTE_HOPITAUX_906;PCS_906;Case de Santé de Parba;Case de Santé de Parba;188
LISTE_HOPITAUX_181;PCS_181;Case de santé de Pathassi;Case de santé de Pathassi;189
LISTE_HOPITAUX_454;PCS_454;Case de santé de péthiélle maboubé;Case de santé de péthiélle maboubé;190
LISTE_HOPITAUX_295;PCS_295;Case de Santé de Pidiro;Case de Santé de Pidiro;191
LISTE_HOPITAUX_419;PCS_419;Case de Santé de Rabat;Case de Santé de Rabat;192
LISTE_HOPITAUX_853;PCS_853;Case de Santé de Sakh;Case de Santé de Sakh;193
LISTE_HOPITAUX_485;PCS_485;Case de santé de Saly joseph;Case de santé de Saly joseph;194
LISTE_HOPITAUX_484;PCS_484;Case de santé de Saly veligara;Case de santé de Saly veligara;195
LISTE_HOPITAUX_874;PCS_874;Case de Santé de Samael;Case de Santé de Samael;196
LISTE_HOPITAUX_247;PCS_247;Case de Santé de Sama toucouleur;Case de Santé de Sama toucouleur;197
LISTE_HOPITAUX_250;PCS_250;Case de Santé de SAMBARAMATA;Case de Santé de SAMBARAMATA;198
LISTE_HOPITAUX_801;PCS_801;Case de Santé de Sambeguinth;Case de Santé de Sambeguinth;199
LISTE_HOPITAUX_237;PCS_237;Case de Santé de Sam kebe;Case de Santé de Sam kebe;200
LISTE_HOPITAUX_911;PCS_911;Case de Santé de Santhiou diokol;Case de Santé de Santhiou diokol;201
LISTE_HOPITAUX_847;PCS_847;Case de Santé de Santhiou sine;Case de Santé de Santhiou sine;202
LISTE_HOPITAUX_211;PCS_211;Case de santé de Sao;Case de santé de Sao;203
LISTE_HOPITAUX_297;PCS_297;Case de Santé de Saré dembayel;Case de Santé de Saré dembayel;204
LISTE_HOPITAUX_594;PCS_594;Case de sante de Saré faring;Case de sante de Saré faring;205
LISTE_HOPITAUX_743;PCS_743;Case de Santé de Sare gagna;Case de Santé de Sare gagna;206
LISTE_HOPITAUX_746;PCS_746;Case de Santé de Sare koli dia;Case de Santé de Sare koli dia;207
LISTE_HOPITAUX_742;PCS_742;Case de Santé de Sare moussa sow;Case de Santé de Sare moussa sow;208
LISTE_HOPITAUX_300;PCS_300;Case de Santé de Saré pathé bouya;Case de Santé de Saré pathé bouya;209
LISTE_HOPITAUX_683;PCS_683;Case de Santé de segou koura;Case de Santé de segou koura;210
LISTE_HOPITAUX_225;PCS_225;Case de Santé de Sidi Bougou;Case de Santé de Sidi Bougou;211
LISTE_HOPITAUX_318;PCS_318;Case de santé de Sikim;Case de santé de Sikim;212
LISTE_HOPITAUX_841;PCS_841;Case de Santé de Sine moussa abdou;Case de Santé de Sine moussa abdou;213
LISTE_HOPITAUX_449;PCS_449;Case de santé de sinthiou boumak;Case de santé de sinthiou boumak;214
LISTE_HOPITAUX_672;PCS_672;Case de Santé de Sinthiou Mogo;Case de Santé de Sinthiou Mogo;215
LISTE_HOPITAUX_903;PCS_903;Case de Santé de Siweul seck;Case de Santé de Siweul seck;216
LISTE_HOPITAUX_824;PCS_824;Case de Santé de Som;Case de Santé de Som;217
LISTE_HOPITAUX_761;PCS_761;Case de Santé de Souaky;Case de Santé de Souaky;218
LISTE_HOPITAUX_579;PCS_579;Case de santé de Soukéne;Case de santé de Soukéne;219
LISTE_HOPITAUX_744;PCS_744;Case de Santé de Soukou ;Case de Santé de Soukou ;220
LISTE_HOPITAUX_684;PCS_684;Case de Santé de Sourouyel;Case de Santé de Sourouyel;221
LISTE_HOPITAUX_583;PCS_583;Case de santé de Soussane;Case de santé de Soussane;222
LISTE_HOPITAUX_448;PCS_448;Case de santé de sylla worgo;Case de santé de sylla worgo;223
LISTE_HOPITAUX_363;PCS_363;Case de santé de Taïba;Case de santé de Taïba;224
LISTE_HOPITAUX_892;PCS_892;Case de Santé de Taif diop;Case de Santé de Taif diop;225
LISTE_HOPITAUX_915;PCS_915;Case de Santé de Tallene gaye;Case de Santé de Tallene gaye;226
LISTE_HOPITAUX_614;PCS_614;Case de Sante de TAMBANOUMBIA;Case de Sante de TAMBANOUMBIA;227
LISTE_HOPITAUX_925;PCS_925;Case de Santé de Tawa peul;Case de Santé de Tawa peul;228
LISTE_HOPITAUX_305;PCS_305;Case de Santé de Temento allette;Case de Santé de Temento allette;229
LISTE_HOPITAUX_241;PCS_241;Case de Santé de Teudd bitty;Case de Santé de Teudd bitty;230
LISTE_HOPITAUX_922;PCS_922;Case de Santé de Teumbou mbaye;Case de Santé de Teumbou mbaye;231
LISTE_HOPITAUX_916;PCS_916;Case de Santé de Thiahaw gaye;Case de Santé de Thiahaw gaye;232
LISTE_HOPITAUX_249;PCS_249;Case de Santé de Thiamene taba;Case de Santé de Thiamene taba;233
LISTE_HOPITAUX_891;PCS_891;Case de Santé de Thiamine 2;Case de Santé de Thiamine 2;234
LISTE_HOPITAUX_369;PCS_369;Case de sante de Thiankoye;Case de sante de Thiankoye;235
LISTE_HOPITAUX_909;PCS_909;Case de Santé de Thiary loro;Case de Santé de Thiary loro;236
LISTE_HOPITAUX_934;PCS_934;Case de Santé de Thierry batty;Case de Santé de Thierry batty;237
LISTE_HOPITAUX_401;PCS_401;Case de sante de Thikité;Case de sante de Thikité;238
LISTE_HOPITAUX_453;PCS_453;Case de santé de thioulel thialé;Case de santé de thioulel thialé;239
LISTE_HOPITAUX_272;PCS_272;Case de santé de Thioupane;Case de santé de Thioupane;240
LISTE_HOPITAUX_890;PCS_890;Case de Santé de Tinguidi;Case de Santé de Tinguidi;241
LISTE_HOPITAUX_837;PCS_837;Case de Santé de Tob‚ne;Case de Santé de Tob‚ne;242
LISTE_HOPITAUX_315;PCS_315;Case de santé de Tougne mosqu‚e;Case de santé de Tougne mosqu‚e;243
LISTE_HOPITAUX_919;PCS_919;Case de Santé de Touré gueul;Case de Santé de Touré gueul;244
LISTE_HOPITAUX_472;PCS_472;Case de santé de Velingara;Case de santé de Velingara;245
LISTE_HOPITAUX_400;PCS_400;Case de sante de Wala;Case de sante de Wala;246
LISTE_HOPITAUX_789;PCS_789;Case de Santé de Wallo Keur Massamba Niang;Case de Santé de Wallo Keur Massamba Niang;247
LISTE_HOPITAUX_405;PCS_405;Case de sante de Wendou Thillé;Case de sante de Wendou Thillé;248
LISTE_HOPITAUX_368;PCS_368;Case de sante de Woulidie;Case de sante de Woulidie;249
LISTE_HOPITAUX_210;PCS_210;Case de Sante de Yabo-yabo;Case de Sante de Yabo-yabo;250
LISTE_HOPITAUX_511;PCS_511;Case de santé Diakine;Case de santé Diakine;251
LISTE_HOPITAUX_555;PCS_555;Case de santé Diane sylla;Case de santé Diane sylla;252
LISTE_HOPITAUX_514;PCS_514;Case de santé Diourou;Case de santé Diourou;253
LISTE_HOPITAUX_271;PCS_271;Case de santé du village de Ndack;Case de santé du village de Ndack;254
LISTE_HOPITAUX_513;PCS_513;Case de santé Eguilaye;Case de santé Eguilaye;255
LISTE_HOPITAUX_508;PCS_508;Case de santé Fafesse;Case de santé Fafesse;256
LISTE_HOPITAUX_445;PCS_445;Case de santé Mberla bellé;Case de santé Mberla bellé;257
LISTE_HOPITAUX_510;PCS_510;Case de santé Piran;Case de santé Piran;258
LISTE_HOPITAUX_235;PCS_235;Case de santé Poukhan;Case de santé Poukhan;259
LISTE_HOPITAUX_212;PCS_212;Case de santé Saokom1;Case de santé Saokom1;260
LISTE_HOPITAUX_603;PCS_603;Case de Sante Village SOS;Case de Sante Village SOS;261
LISTE_HOPITAUX_883;PCS_883;Centre de Santé;Centre de Santé;262
LISTE_HOPITAUX_410;PCS_410;Centre de sante BAYE TALLA DIOP;Centre de sante BAYE TALLA DIOP;264
LISTE_HOPITAUX_148;PCS_148;Centre de santé CAMBERENE;Centre de santé CAMBERENE;265
LISTE_HOPITAUX_412;PCS_412;CENTRE DE SANTE COMMUNAUTAIRE;CENTRE DE SANTE COMMUNAUTAIRE;266
LISTE_HOPITAUX_543;PCS_543;Centre de santé Darou mousty;Centre de santé Darou mousty;267
LISTE_HOPITAUX_455;PCS_455;Centre de santé de Agnam civol;Centre de santé de Agnam civol;268
LISTE_HOPITAUX_459;PCS_459;centre de santé de Bakel;centre de santé de Bakel;269
LISTE_HOPITAUX_520;PCS_520;Centre de santé de Bignona;Centre de santé de Bignona;270
LISTE_HOPITAUX_346;PCS_346;Centre de santé de Binetou rassoul;Centre de santé de Binetou rassoul;271
LISTE_HOPITAUX_328;PCS_328;Centre de santé de Bodian;Centre de santé de Bodian;272
LISTE_HOPITAUX_756;PCS_756;Centre de Santé de Boukiling;Centre de Santé de Boukiling;273
LISTE_HOPITAUX_359;PCS_359;Centre de Santé de cheikh Ahmadou  Bamba;Centre de Santé de cheikh Ahmadou  Bamba;274
LISTE_HOPITAUX_529;PCS_529;Centre de santé de Dagana;Centre de santé de Dagana;275
LISTE_HOPITAUX_52;PCS_52;centre de santé de Diourbel;centre de santé de Diourbel;276
